# display=4 E_dc=6.50000000000000000000 E_omega=0.50000000000000000000 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.50000000000000000000 0.50000000000000000000 116.00000000000000000000 0.76961570978164672852 0.02813358418643474579 0.99862235784530639648 -3.06471872329711914062 0.25872698426246643066 0.73828488588333129883 -3.03886032104492187500 0.23900113999843597412 -0.00695905974134802818
# display=4 E_dc=6.50000000000000000000 E_omega=0.50000000000000000000 omega=0.55000001192092895508 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.50000000000000000000 0.55000001192092895508 116.00000000000000000000 0.78662049770355224609 0.02859515883028507233 0.99862319231033325195 -3.14697861671447753906 0.20381103456020355225 0.74307388067245483398 -3.02826786041259765625 0.23909369111061096191 -0.00759390043094754219
# display=4 E_dc=6.50000000000000000000 E_omega=0.50000000000000000000 omega=0.60000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.50000000000000000000 0.60000002384185791016 116.00000000000000000000 0.79401022195816040039 0.02930040843784809113 0.99864107370376586914 -3.20408725738525390625 0.15622887015342712402 0.74215883016586303711 -3.04382276535034179688 0.23895421624183654785 -0.00820636469870805740
# display=4 E_dc=6.50000000000000000000 E_omega=0.50000000000000000000 omega=0.64999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.50000000000000000000 0.64999997615814208984 116.00000000000000000000 0.79323238134384155273 0.03004542924463748932 0.99867480993270874023 -3.23290181159973144531 0.12861852347850799561 0.73796164989471435547 -3.04417014122009277344 0.23856107890605926514 -0.00878444407135248184
# display=4 E_dc=6.50000000000000000000 E_omega=0.50000000000000000000 omega=0.69999998807907104492 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.50000000000000000000 0.69999998807907104492 116.00000000000000000000 0.78293263912200927734 0.03087847307324409485 0.99866139888763427734 -3.23346567153930664062 0.12826858460903167725 0.74238359928131103516 -3.02941608428955078125 0.23852077126502990723 -0.00945328269153833389
# display=4 E_dc=6.50000000000000000000 E_omega=0.50000000000000000000 omega=0.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.50000000000000000000 0.75000000000000000000 116.00000000000000000000 0.75614011287689208984 0.03168162703514099121 0.99860960245132446289 -3.19617724418640136719 0.15273794531822204590 0.74244451522827148438 -3.04375600814819335938 0.23815487325191497803 -0.01000417582690715790
# display=4 E_dc=6.50000000000000000000 E_omega=0.50000000000000000000 omega=0.80000001192092895508 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
